37,0.0,成都互联恩蓉实业有限公司,1,0,1,袁野,2012-04-11,26000.000000万人民币,袁勇,袁野,陈放,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.00%,,,,,,,,,,,30.00%,,,,,,,,,,,15.00%,,,,,,,,,,,,,,,,,0,,,
38,0.0,成都华川公路建设集团有限公司,1,176,22,谢应文,1994-10-10,100005.160000万人民币,何山青,戴梅蓉,李世蓉,陈瑶,陈建伟,高勇,汤莉,谢应文,苏昌茂,熊文,张光富,高雪梅,陈文清,郭晋川,胡羽,肖静,骆小红,赵巍,余陈,彭云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,未公开,25.17%,未公开,,,,,,,,,,16.78%,,,,,,,,,,,15.54%,,,,,,,,,,,12.52%,未公开,未公开,未公开,未公开,未公开,74,谢应文,19,2
39,1.0,成都建筑工程集团总公司,16,391,38,,1986-03-05,256426.600000万人民币,成都市国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,李善继,79,3
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,成都沐华股权投资管理中心（有限合伙）,,0,1,,2017-07-19,-,川江投资有限公司,四川省第十五建筑有限公司,乐山金惠投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,0,,,
1,0.0,成都慕陶投资有限公司,,2,5,谢宾,2012-07-16,1000.000000万人民币,谢宾,谢涤非,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
2,0.0,成都市建筑设计研究院,,2,7,,1988-06-03,1600.000000万人民币,企业自有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,5,1
3,1.0,成都市路桥工程股份有限公司,11,3,22,王继伟,1988-05-28,73741.621500万人民币,其他股东增资,郑渝力等352名名自然人股东,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,周维刚,,1
4,5.0,成都市兴蓉环境股份有限公司,1,9,13,,1996-05-26,298621.860200万人民币,有限售条件国有法人持股,无限售条件人民币普通股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李本文,,5
5,0.0,成都天投实业有限公司,1,2,13,侯伟齐,2014-04-15,84000.000000万人民币,成都天府新区投资集团有限公司,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,彭继咸,,
6,1.0,成都西物信安智能系统有限公司,2,5,1,郭向东,2000-10-23,3417.857000万人民币,郭向东,付培志,赵智勇,刘菊芳,何志明,朱宏涛,郭卫东,吕江,罗义中,彭代伟,洪梦樱,杨华,周学军,郭云峰,张军,吕世洪,杨琦,陈跃武,胡杰,杨开敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77%,0.71%,0.62%,0.62%,0.58%,0.29%,0.19%,0.19%,0.19%,0.19%,14.23%,0.19%,,,,,,,,,,8.27%,,,,,,,,,,,7.98%,,,,,,,,,,,6.62%,4.43%,2.31%,2.31%,1.92%,1.06%,0,曾钦勇,29,4
7,0.0,成都长和市政园林工程有限公司,2,0,,杨波,2013-01-14,1000.000000万人民币,付卫东,杨波,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
8,0.0,成武县启明国有资产运营有限责任公司,,1,5,段素萍,2001-08-22,55300.000000万人民币,成武县财局,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.33%,,,,,,,,,,,27.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,张彦臣,,52
9,0.0,承德清承水务有限公司,,0,,陈军,2016-08-05,3870.000000万人民币,承德水务集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,白晓锋,,
10,5.0,承德热力集团有限责任公司,4,39,26,陆明媚,2000-09-16,8800.000000万人民币,承德市财苑嘉地物业服务有限责任公司,中节能资产经营有限公司,河北省建设投资集团有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.60%,,,,,,,,,,,10.80%,,,,,,,,,,,4.60%,,,,,,,,,,,,,,,,,3,辛奇云,1,5
11,3.0,承德水务集团有限公司,1,4,19,张宝生,2010-12-29,20215.490000万人民币,承德市国控创业发展有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,张宝生,,4
12,3.0,承德赢达建筑安装工程有限公司,,0,,潘国志,2007-03-08,5000.000000万人民币,潘玮明,潘国志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.80%,,,,,,,,,,,11.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6
13,4.0,承德悦翔投资有限公司,,0,2,,2012-07-09,25000.000000万人民币,耿硕,孟庆军,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,4
14,0.0,澄城县诚辉建设投资开发有限公司,,0,2,张效坤,2016-01-06,20029.382200万人民币,澄城县国有资产管理局,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
15,0.0,澄城县城镇基础设施建设投资开发有限公司,,0,4,张兴,2016-07-18,10023.361976万人民币,澄城县国有资产管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
16,0.0,澄江县兴澂建设投资有限责任公司,,0,8,李峰,2015-10-03,1813.69万人民币,澄江县国有资产经营有限责任公司,云南省扶贫投资开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李峰,,
17,0.0,池州城市经营投资有限公司,,39,16,蒋海曙,2003-05-23,66320万人民币,池州市国有资产管理委员会,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.25%,,,,,,,,,,,0.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,蒋海曙,,3
18,0.0,池州市水业投资有限公司,,0,3,吴小平,2001-08-08,7200万人民币,池州市国有资产管理局,池州市国有资产管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.00%,,,,,,,,,,,50.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,吴小平,,
19,2.0,赤峰坤展汽车销售服务有限公司,,0,,,2014-01-14,1000.000000万人民币,张桂华,张启龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00%,,,,,,,,,,,13.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2
20,0.0,赤峰市德润排水有限责任公司,3,8,4,,2010-09-07,12000.000000万人民币,赤峰市城市建设投资（集团）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,2
21,0.0,赤峰市红山城市基础设施建设投资有限公司,1,92,7,孙剑,2008-10-27,25496.000000万人民币,中国农发重点建设基金有限公司,赤峰市城市建设投资（集团）有限公司,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.36%,,,,,,,,,,,未公开,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,11,计明忠,,
22,0.0,滁州高教科创城建设投资发展有限公司,,1,6,韩莉,2016-05-13,100000.000000万人民币,滁州市土地储备中心,滁州市南谯交通基础设施投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,韩莉,,
23,0.0,创冠环保（中国）有限公司,,11,12,吴志勇,2006-07-24,166162.069115万人民币,瀚蓝环境股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,雷鸣,11,5
24,0.0,慈溪市观海卫城建投资开发有限公司,,2,5,陈诚,2003-04-22,18000.000000万人民币,慈溪市观海卫资产经营公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,陈诚,,
25,10.0,达濠市政建设有限公司,13,23,15,马裕添,1984-12-03,111800.000000万人民币,广东省联泰集团有限公司,中融国际信托有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.45%,,,,,,,,,,,10.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,马裕添,18,28
26,1.0,达拉特旗智杰教育投资有限责任公司,,1,1,,2016-09-30,5000.000000万人民币,达拉特旗国有资产经营有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3
27,2.0,大理海东开发市政建设有限公司,,0,3,阿维斌,2012-06-28,56000万人民币,大理海东开发投资集团有限公司,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李正兵,,2
28,0.0,大理市苍洱水资源保护有限责任公司,,0,3,杨俊武,2016-05-25,2000万人民币,大理市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,杨俊武,,
29,0.0,大理市城乡建设投资有限责任公司,,0,2,杨绍华,2016-10-14,5000万人民币,财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李学忠,,
30,0.0,大理市环保投资开发有限责任公司,,0,1,奎一平,2016-06-16,2000万人民币,大理市财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,杨少川,,
31,0.0,大连安地固废处理控股有限公司,,5,2,吴欣,2009-01-20,7200.000000万人民币,吴欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
32,0.0,大连安地固体废弃物转运有限责任公司,,4,,,2009-09-22,3000.000000万人民币,大连安地固废处理控股有限公司,吴欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.00%,,,,,,,,,,,15.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
33,0.0,大连市波波体育产业有限公司,1,0,6,马建波,2015-04-27,50000.000000万人民币,马建波,大连鸿基园农业科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00%,,,,,,,,,,,2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
34,0.0,大连松木岛水务中心,,1,3,,2006-10-25,3000.000000万人民币,大连松木岛化工园区管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
35,1.0,大悟县城市建设投资开发有限责任公司,,0,3,李体实,2006-03-20,50900.000000万人民币,大悟县国有资产监督管理局,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.41%,,,,,,,,,,,11.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,魏辉,,1
36,1.0,大余县城市建设开发投资有限公司,,0,3,,2015-08-14,55500万人民币,大余县资产经营有限公司,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.05%,,,,,,,,,,,45.95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,刘小平,,1
37,1.0,大禹节水集团股份有限公司,1,37,36,谢永生,2005-01-19,79736.068700万人民币,社会公众普通股,仇玲,王浩宇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.52%,,,,,,,,,,,22.74%,,,,,,,,,,,22.74%,,,,,,,,,,,,,,,,,14,王浩宇,242,58
38,1.0,大元建业集团股份有限公司,82,4,26,王连兴,1999-02-12,100787.600000万人民币,郝书明,张春荣,韩秀海,姜长寨,张长国,李明桥,汤长礼,张智力,马建民,刘路,曹易志,吴荣涛,杨瑞通,刘代华,庄丽,王瑞生,李斯越,孙刚,李建田,赵广田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06%,0.05%,0.05%,0.05%,0.02%,0.02%,0.01%,0.01%,0.01%,<0.01%,12.56%,<0.01%,,,,,,,,,,0.28%,,,,,,,,,,,0.28%,,,,,,,,,,,0.28%,0.15%,0.09%,0.09%,0.08%,0.06%,176,郝书明,38,265
39,0.0,丹凤县通用航空产业园投资有限公司,,0,1,,2011-05-18,10000.000000万人民币,陕西金控通用航空产业投资基金合伙企业（有限合伙）,丹凤县财政局（国有资产管理办公室）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00%,,,,,,,,,,,1.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,余琦,,
,PPP项目数,公司名称,分支机构,周边风险,对外投资,总经理,注册时间,注册资本,股东1,股东2,股东3,股东4,股东5,股东6,股东7,股东8,股东9,股东10,股东11,股东12,股东13,股东14,股东15,股东16,股东17,股东18,股东19,股东20,股东21,股东22,股东23,股东24,股东25,股东26,股东27,股东28,股东29,股东30,股东31,股东32,股东33,股东34,股东35,股东36,股东37,股东38,股东39,股东40,股东41,股东42,股东43,股东44,股东45,股东46,股东47,股东48,股东49,股东10持股比例,股东11持股比例,股东12持股比例,股东13持股比例,股东14持股比例,股东15持股比例,股东16持股比例,股东17持股比例,股东18持股比例,股东19持股比例,股东1持股比例,股东20持股比例,股东21持股比例,股东22持股比例,股东23持股比例,股东24持股比例,股东25持股比例,股东26持股比例,股东27持股比例,股东28持股比例,股东29持股比例,股东2持股比例,股东30持股比例,股东31持股比例,股东32持股比例,股东33持股比例,股东34持股比例,股东35持股比例,股东36持股比例,股东37持股比例,股东38持股比例,股东39持股比例,股东3持股比例,股东40持股比例,股东41持股比例,股东42持股比例,股东43持股比例,股东44持股比例,股东45持股比例,股东46持股比例,股东47持股比例,股东48持股比例,股东49持股比例,股东4持股比例,股东5持股比例,股东6持股比例,股东7持股比例,股东8持股比例,股东9持股比例,自身风险,董事长,专利,招投标项目总数
0,0.0,单县城建运营管理有限公司,,0,1,孟振,2015-07-21,10000.000000万人民币,单县城市建设投资有限公司,菏泽城建发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.00%,,,,,,,,,,,49.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,闫勇,,10
1,0.0,单县城市建设投资有限公司,,9,7,,2014-12-05,100000.000000万人民币,单县经济开发投资公司,中国农发重点建设基金有限公司,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.30%,,,,,,,,,,,21.70%,,,,,,,,,,,3.00%,,,,,,,,,,,,,,,,,0,,,42
2,0.0,当涂县城乡建设投资有限责任公司,,108,18,孙隽,2003-06-06,105000.000000万人民币,当涂县国有资产监督管理委员会办公室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,芮飞宇,,1
3,0.0,砀山县梨花文化旅游有限公司,,1,1,何笑,2016-04-25,10000.000000万人民币,砀山县建设投资有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
4,0.0,德阳市固体废物处置有限公司,,0,1,谢英俊,2014-05-19,17000.000000万人民币,国开发展基金有限公司,德阳市建设投资发展集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.00%,,,,,,,,,,,20.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,尹华剑,,2
5,0.0,德州宏润建设管理有限公司,1,2,1,,2016-07-11,500.000000万人民币,德州经济技术开发区建能实业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6,0.0,德州惠丰控股投资有限公司,,0,20,王建兴,2011-01-06,50000.000000万人民币,庆云县国有资产管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,王建兴,,5
7,7.0,德州市公路工程总公司,5,9,4,王忠东,1994-04-23,108238.000000万人民币,德州市公路管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,30,104
8,1.0,东方丽邦建设有限公司,1,23,5,,2002-07-09,30000.000000万人民币,北京东方园林环境股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,2
9,0.0,东莞市众源环境投资有限公司,,0,1,,2016-01-06,17500万人民币,东莞市水务投资集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
10,0.0,东宏建设股份有限公司,3,5,8,倪嘉,2004-08-23,20000万人民币,江苏君远控股有限公司,陆俊华,倪君,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.06%,,,,,,,,,,,33.56%,,,,,,,,,,,22.37%,,,,,,,,,,,,,,,,,6,陆俊华,,
11,7.0,东华工程科技股份有限公司,1,31,19,崔从权,2001-07-18,44603.453400万人民币,无限售条件流通股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,吴光美,167,12
12,3.0,东江环保股份有限公司,5,80,66,李永鹏,1999-09-16,88823.710200万人民币,无限售流通股,境外上市外资股,有限售流通股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.53%,,,,,,,,,,,22.53%,,,,,,,,,,,16.94%,,,,,,,,,,,,,,,,,1,刘韧,100,4
13,1.0,东明恒世房地产开发有限公司,,598,2,贾学民,2010-11-16,10000.000000万人民币,贾学民,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
14,0.0,东台市城市建设投资发展有限公司,,26,5,,2007-01-11,75000.000000万人民币,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
15,2.0,东旭集团有限公司,,103,47,,2004-11-05,2180000.000000万人民币,东旭光电投资有限公司,李青,北京东旭投资管理有限公司,李文廷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.46%,,,,,,,,,,,22.55%,,,,,,,,,,,22.22%,,,,,,,,,,,3.77%,,,,,,16,李兆廷,1067,3
16,0.0,东营地方铁路有限公司,,5,1,李文波,2014-08-05,50000.000000万人民币,东营市国有资产监督管理委员会,国开发展基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.00%,,,,,,,,,,,40.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,王德岳,,
17,0.0,东营广利港开发建设有限责任公司,,0,1,郝庆海,2009-07-21,57000.000000万人民币,山东广利港集团有限公司,中国农发重点建设基金有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.47%,,,,,,,,,,,10.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,郝庆海,,4
18,0.0,东营市城市资产经营有限公司,2,86,18,韩伟,2003-11-14,145600.000000万人民币,东营市国有资产监督管理委员会,东营市土地储备中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.86%,,,,,,,,,,,25.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,薄一友,,153
19,1.0,多伦县旅游集散中心有限公司,,2,2,,2015-04-13,11000.000000万人民币,苏晓惠,苏晓云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09%,,,,,,,,,,,0.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1
20,0.0,额济纳旗国有资产集团有限公司,,3,8,郭希瑜,2016-03-02,10000.000000万人民币,额济纳旗财政局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,魏中新,,
21,0.0,额济纳旗舒林苑绿化工程有限责任公司,,2,,郭希瑜,2017-03-17,5979.528000万人民币,宁波丽日市政园林建设有限公司,额济纳旗国有资产集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00%,,,,,,,,,,,30.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,刘永波,,
22,0.0,恩施州国有资本投资运营有限公司,,0,9,范涌,2015-12-31,200000.000000万人民币,恩施土家族苗族自治州人民政府国有资产监督管理委员会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,胡会清,,
23,2.0,洱源县洱海保护投资开发运营有限责任公司,,0,2,何桥越,2012-08-23,4120.2427万人民币,洱源县人民政府,洱源县国有资产经营管理有限责任公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,未公开,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,李培钧,,3
24,1.0,发达控股集团有限公司,23,31,16,徐丰贤,1993-09-13,50387.9万人民币,徐丰贤,徐丰昌,徐丰莲,徐海清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00%,,,,,,,,,,,30.00%,,,,,,,,,,,20.00%,,,,,,,,,,,15.00%,,,,,,37,徐丰贤,5,10
25,0.0,肥城市城市建设投资有限公司,,81,20,姜世文,2011-01-20,18000.000000万人民币,肥城市国有资产管理局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,姜世文,,3
